"chr1"	"gene1"	"pos1"	"strand1"	"chr2"	"gene2"	"pos2"	"strand2"	"fusion_type"	"num"	"score"	"gap"	"don_dist"	"acc_dist"	"mapq"	"badfj3"	"jct_ind"	"genome"	"genome.anomaly"	"genome.pval"	"reg"	"reg.anomaly"	"reg.pval"	"junc"	"junc.anom"	"junc.pval"	"FarJunc"	"FarJunc.anom"	"FarJunc.pval"	"unaligned"	"NoPartner"	"NetPValue"	"X_1NoIndels.Indels"	"X_2NoIndels.Indels"	"BadFJ.1"	"BadFJv2.1"	"ExonL"	"ExonR"	"numReads.x"	"logsum_2.x"	"productPhat_lower.x"	"productPhat.x"	"junction_cdf.x"	"junction_cdf_lower.x"	"numReads.y"	"logsum_2.y"	"productPhat_lower.y"	"productPhat.y"	"junction_cdf.y"	"junction_cdf_lower.y"	"junction_cdf_windel_diff"	"emp_p"
"chr7"	"ZC3HC1"	129691077	"-"	"chr7"	"ZC3HC1"	129685329	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	2	0	"-17"	16	-3655	0	"False"	49881	5	0	"0.00393028387501"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.00393028387501	"2:0"	"3:0"	0	0	3	3	"3"	"-0.962691281403268"	"0.381863798874271"	"0.851222421889437"	"0.306"	"0.186"	3	-0.962691281403268	0.381863798874271	0.851222421889437	0.268	0.167	0	0.0234857849196539
"chr5"	"SNX24"	122221021	"+"	"chr5"	"SNX24"	122253217	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"0"	39633	-19212	0	"True"	43380	8	0	"5.74105456448e-05"	0	0	"-"	0	0	"-"	0	1	"-"	1	2	5.74105456448e-05	"6:0"	"6:0"	0	0	6	6	"7"	"-1.64252623528899"	"0.193490621518994"	"0.759476920082922"	"0.508"	"0.322"	7	-1.64252623528899	0.193490621518994	0.759476920082922	0.469	0.299	0	0.0135970333745365
"chr11"	"INPPL1"	71935853	"+"	"chr11"	"INPPL1"	71942554	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-18"	-357	12	0	"False"	3142	6	0	"7.46923426844e-05"	3	0	"0.0185247654482"	0	0	"-"	0	1	"-"	2	0	2.61010019478e-05	"6:0"	"5:0"	0	0	101	101	"7"	"-1.20292884723037"	"0.300313350662536"	"0.844189964721317"	"0.549"	"0.366"	7	-1.20292884723037	0.300313350662536	0.844189964721317	0.513	0.334	0	0.0123609394313968
"chr20"	"GTPBP5"	60774340	"+"	"chr20"	"GTPBP5"	60775053	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0.00452488687783	"-28"	27	-686	0	"True"	29095	9	0	"0.0311267845387"	7	0	"0.121071332798"	0	0	"-"	0	0	"-"	0	1	0.0177710065706	"11:0"	"6:0"	0	0	36	36	"13"	"-5.71799815149218"	"0.00328628296265934"	"0.111767469108386"	"0.463"	"0.268"	13	-5.71799815149218	0.00328628296265934	0.111767469108386	0.475	0.265	0	0.0123609394313968
"chr21"	"PCBP3"	47316278	"+"	"chr21"	"PCBP3"	47320915	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	8	0.05859375	"-27"	2	4	0	"False"	31151	9	0	"0.909781344297"	15	0	"0.966087355917"	0	0	"-"	0	0	"-"	1	0	0.989811624674	"8:0"	"17:0"	0	0	822	822	"9"	"-5.24916721594566"	"0.00525189026898817"	"0.218015737150568"	"0.414"	"0.208"	9	-5.24916721594566	0.00525189026898817	0.218015737150568	0.388	0.191	0	0.0173053152039555
"chr3"	"ZBTB38"	141161416	"+"	"chr3"	"ZBTB38"	141164345	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0	"-11"	-7216	3114	0	"False"	38389	5	0	"0.554689133093"	0	0	"-"	0	0	"-"	0	1	"-"	0	0	0.554689133093	"4:0"	"8:0"	0	0	43	43	"2"	"-0.844784737795356"	"0.429649835627778"	"0.919518933956875"	"0.225"	"0.134"	2	-0.844784737795356	0.429649835627778	0.919518933956875	0.215	0.125	0	0.0284301606922126
"chr12"	"SCYL2"	100661541	"+"	"chr12"	"SCYL2"	100676722	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-31"	-29	1	0	"False"	6610	8	0	"0.0061246064807"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0061246064807	"2:0"	"6:0"	0	0	32	32	"5"	"-0.657464371234738"	"0.518163540533434"	"0.960971482513019"	"0.546"	"0.315"	5	-0.657464371234738	0.518163540533434	0.960971482513019	0.542	0.31	0	0.00865265760197775
"chr9"	"COL5A1"	137714881	"+"	"chr9"	"COL5A1"	137716449	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	4	0.00332225913621	"-21"	2	3	0	"False"	54492	21	0	"0.275256926331"	11	0	"0.40903827227"	0	0	"-"	0	0	"-"	1	0	0.286612146041	"18:0"	"15:0"	0	0	89	89	"19"	"-6.46969225283503"	"0.00154970257612416"	"0.102428166312247"	"0.721650778311929"	"0.457258141978007"	19	-6.46969225283503	0.00154970257612416	0.102428166312247	0.721650778311929	0.457258141978007	0	0.00370828182941904
"chr1"	"LMO4"	87796956	"+"	"chr1"	"LMO4"	87797694	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	6	0.00529100529101	"-35"	-978	-2	0	"False"	23274	26	0	"0.384393341102"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.384393341102	"13:0"	"13:0"	0	0	21	21	"20"	"-5.53827932649051"	"0.00393328892502395"	"0.266404536347816"	"0.781397736660476"	"0.538031420494788"	20	-5.53827932649051	0.00393328892502395	0.266404536347816	0.781397736660476	0.538031420494788	0	0.00247218788627936
"chrX"	"WDR13"	48494945	"+"	"chrX"	"WAS"	48534512	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	15	0.0021978021978	"-10"	31363	-7674	0	"False"	57593	12	0	"0.999738831123"	6	0	"0.803932394489"	0	0	"-"	0	0	"-"	4	1	0.999830903132	"11:0"	"14:0"	0	0	181	148	"4"	"-1.62234348847717"	"0.197435468762129"	"0.603825186853614"	"0.286"	"0.189"	4	-1.62234348847717	0.197435468762129	0.603825186853614	0.271	0.191	0	0.0234857849196539
"chr10"	"ZNF488"	48355138	"+"	"chr10"	"ZNF488"	48364818	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"0"	-4	-5607	0	"True"	2272	8	0	"0.0771752305098"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0771752305098	"4:0"	"4:0"	0	0	3	3	"3"	"-1.47699225030223"	"0.228323396274159"	"0.768879454018614"	"0.274"	"0.151"	3	-1.47699225030223	0.228323396274159	0.768879454018614	0.24	0.15	0	0.0259579728059332
"chr19"	"QTRT1"	10820033	"+"	"chr19"	"QTRT1"	10823802	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-16"	1742	8	0	"False"	20299	11	0	"4.33827953339e-07"	1	0	"0.0681777140242"	0	0	"-"	0	0	"-"	0	0	4.85641226344e-07	"9:0"	"3:0"	0	0	198	198	"10"	"-1.86232915645694"	"0.15531046638782"	"0.886043244958622"	"0.714"	"0.417"	10	-1.86232915645694	0.15531046638782	0.886043244958622	0.689	0.401	0	0.00370828182941904
"chr9"	"FAM201A"	38630192	"+"	"chr9"	"FAM201A"	38663095	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"0"	6915	41266	0	"False"	55370	5	0	"0.194929429556"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.194929429556	"4:0"	"2:0"	0	0	0	0	"3"	"-0.119402664351117"	"0.887450384174228"	"0.994111469312486"	"0.597"	"0.322"	3	-0.119402664351117	0.887450384174228	0.994111469312486	0.605	0.282	0	0.00370828182941904
"chr3"	"CLRN1"	150659497	"-"	"chr3"	"CLRN1"	150659495	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	2	0.00675675675676	"0"	128	-53	0	"False"	38541	2	0	"0.567083051673"	1	0	"0.196190073073"	0	0	"-"	0	0	"-"	0	1	0.489958134621	"3:0"	"1:0"	0	0	0	0	"2"	"-0.229140263550382"	"0.795216985724491"	"0.980923431560142"	"0.327"	"0.187"	2	-0.229140263550382	0.795216985724491	0.980923431560142	0.334	0.176	0	0.0185414091470952
"chr12"	"TCTN1"	111064291	"+"	"chr12"	"TCTN1"	111078827	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0.0045871559633	"-26"	-6	-2	0	"False"	6790	3	0	"0.00605194070679"	3	0	"0.667725677529"	0	0	"-"	0	0	"-"	0	0	0.039371807387	"5:0"	"1:0"	0	0	117	117	"3"	"-0.626436167608867"	"0.534493255137974"	"0.886232994837262"	"0.321"	"0.215"	3	-0.626436167608867	0.534493255137974	0.886232994837262	0.282	0.194	0	0.0222496909765142
"chr18"	"PARD6G-AS1"	77920489	"+"	"chr18"	"PARD6G-AS1"	77926938	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-35"	3	236	0	"True"	19020	8	0	"0.471948925032"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.471948925032	"3:0"	"5:0"	0	0	1	1	"3"	"-0.364180461651735"	"0.694765804844505"	"0.92225297762056"	"0.336"	"0.25"	3	-0.364180461651735	0.694765804844505	0.92225297762056	0.301	0.226	0	0.0210135970333745
"chr13"	"NDFIP2"	80093268	"+"	"chr13"	"NDFIP2"	80094944	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0.00657894736842	"-36"	-1842	-1	0	"False"	8588	9	0	"0.476589576111"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.476589576111	"4:0"	"5:0"	0	0	0	0	"7"	"-5.48980633253903"	"0.00412864368077266"	"0.16090341580714"	"0.309"	"0.154"	7	-5.48980633253903	0.00412864368077266	0.16090341580714	0.287	0.13	0	0.0210135970333745
"chr12"	"ATN1"	7043155	"+"	"chr12"	"ATN1"	7044712	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	9	0.00379506641366	"-35"	-36	2	0	"False"	5935	31	0	"0.986276959298"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.986276959298	"16:0"	"15:0"	0	0	1035	1035	"18"	"-10.2912264425024"	"3.39294753331257e-05"	"0.00203242054984658"	"0.453708620294735"	"0.207916016709219"	18	-10.2912264425024	3.39294753331257e-05	0.00203242054984658	0.453708620294735	0.207916016709219	0	0.0148331273176761
"chr5"	"ZSWIM6"	60767267	"+"	"chr5"	"ZSWIM6"	60768508	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-34"	-1597	0	0	"False"	42562	7	0	"0.553129594171"	0	0	"-"	0	0	"-"	0	0	"-"	1	0	0.553129594171	"3:0"	"6:0"	0	0	29	29	"5"	"-1.84707194580972"	"0.157698239952202"	"0.67131247174788"	"0.358"	"0.225"	5	-1.84707194580972	0.157698239952202	0.67131247174788	0.338	0.219	0	0.0185414091470952
"chr17"	"FGF11"	7343061	"+"	"chr17"	"FGF11"	7343668	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0	"-28"	-71	979	0	"False"	16097	11	0	"0.113278214397"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.113278214397	"8:0"	"3:0"	0	0	70	70	"8"	"-2.30382958238878"	"0.0998756284661056"	"0.631673111536839"	"0.498"	"0.305"	8	-2.30382958238878	0.0998756284661056	0.631673111536839	0.467	0.307	0	0.0135970333745365
"chr11"	"INPPL1"	71935846	"+"	"chr11"	"INPPL1"	71939391	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	5	0	"-12"	-364	-1	0	"False"	3139	12	0	"0.359851337336"	9	0	"0.299384757563"	0	0	"-"	0	0	"-"	1	0	0.312127203478	"4:0"	"18:0"	0	0	101	101	"16"	"-14.3591193750319"	"5.80649010702586e-07"	"0.000116916840342278"	"0.226566374870193"	"0.0437258389295365"	16	-14.3591193750319	5.80649010702586e-07	0.000116916840342278	0.226566374870193	0.0437258389295365	0	0.0284301606922126
"chr15"	"MAPK6"	52335033	"+"	"chr15"	"MAPK6"	52338059	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	5	0.003367003367	"-30"	-4179	32	0	"True"	10830	13	0	"0.985211391362"	0	0	"-"	0	0	"-"	0	1	"-"	0	0	0.985211391362	"6:0"	"8:0"	0	0	31	31	"7"	"-2.46622238223853"	"0.0849049925576816"	"0.383655948532403"	"0.389"	"0.265"	7	-2.46622238223853	0.0849049925576816	0.383655948532403	0.358	0.254	0	0.0185414091470952
"chr11"	"SMPD1"	6413419	"+"	"chr11"	"SMPD1"	6415128	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0.00724637681159	"-10"	33	2	0	"False"	2633	5	0	"0.00393028387501"	1	0	"0.196190073073"	0	0	"-"	0	0	"-"	0	0	0.00399915041413	"3:0"	"3:0"	0	0	70	70	"4"	"-1.18928182976527"	"0.304439825195984"	"0.89106273551072"	"0.389"	"0.22"	4	-1.18928182976527	0.304439825195984	0.89106273551072	0.363	0.215	0	0.0173053152039555
"chr4"	"SH3BP2"	2816631	"+"	"chr4"	"SH3BP2"	2822337	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	2427	-4	0	"False"	42195	5	0	"0.0916128326754"	6	0	"0.428398245171"	0	0	"-"	0	0	"-"	1	0	0.147115245461	"8:0"	"4:0"	0	0	85	85	"9"	"-5.38593923760944"	"0.00458053608944164"	"0.426897484172249"	"0.487"	"0.204"	9	-5.38593923760944	0.00458053608944164	0.426897484172249	0.462	0.184	0	0.0148331273176761
"chr19"	"SNRPA"	41256806	"+"	"chr19"	"SNRPA"	41257289	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.00456621004566	"-34"	-580	530	0	"False"	22072	10	0	"0.000127913061447"	6	0	"0.308332346605"	0	0	"-"	0	1	"-"	1	0	0.000347904904371	"9:0"	"11:0"	0	0	34	34	"12"	"-1.12253928201282"	"0.325452329238011"	"0.929506083281381"	"0.831"	"0.56"	12	-1.12253928201282	0.325452329238011	0.929506083281381	0.826	0.532	0	0
"chr3"	"EIF4A2"	186502266	"+"	"chr3"	"EIF4A2"	186503670	"+"	"no_fusion-both_local-intrachrom_plus_reg"	6	0	"-35"	0	-2	0	"False"	39103	50	2	"1.82113542323e-05"	52	0	"0.991878520802"	0	0	"-"	0	0	"-"	4	3	0.0179099042948	"57:0"	"51:0"	0	0	840	840	"82"	"-63.9474864292093"	"1.69028334496458e-28"	"1.16522099982399e-15"	"0.229938407547392"	"0.000970656100429441"	82	-63.9474864292093	1.69028334496458e-28	1.16522099982399e-15	0.229938407547392	0.000970656100429441	0	0.0271940667490729
"chr1"	"GMEB1"	29023495	"+"	"chr1"	"GMEB1"	29023503	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-10"	-101	64	0	"False"	27939	10	0	"0.135332942806"	6	0	"0.0800575657665"	0	0	"-"	0	0	"-"	1	3	0.0602760373608	"10:0"	"10:0"	0	0	19	19	"14"	"-7.21603159264413"	"0.000734712278918826"	"0.0104221644806338"	"0.332"	"0.209"	14	-7.21603159264413	0.000734712278918826	0.0104221644806338	0.357	0.219	0	0.0185414091470952
"chr4"	"CFI"	110681416	"-"	"chr4"	"CFI"	110673653	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	4	0	"-16"	-10	-6	0	"False"	41147	7	0	"0.718816941797"	6	0	"0.208786801612"	0	0	"-"	0	0	"-"	0	1	0.553119456132	"7:0"	"7:0"	0	0	34	34	"11"	"-10.1946502892056"	"3.73697019852025e-05"	"0.0474333677831608"	"0.36"	"0.096"	11	-10.1946502892056	3.73697019852025e-05	0.0474333677831608	0.355	0.077	0	0.0185414091470952
"chrX"	"TAZ"	153641661	"+"	"chrX"	"TAZ"	153642438	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-29"	-34	0	0	"False"	56973	4	0	"0.110209510881"	2	0	"0.806747046443"	0	0	"-"	0	1	"-"	0	0	0.355203008001	"3:0"	"4:0"	0	0	140	140	"4"	"-0.11827657787458"	"0.888450292936649"	"0.994938704291806"	"0.728"	"0.388"	4	-0.11827657787458	0.888450292936649	0.994938704291806	0.723	0.362	0	0.00370828182941904
"chr4"	"SH3TC1"	8233868	"+"	"chr4"	"SH3TC1"	8235018	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-15"	-15	-72	0	"False"	40685	3	0	"0.428398245171"	0	0	"-"	0	0	"-"	0	2	"-"	1	0	0.428398245171	"3:0"	"4:0"	0	0	13	13	"3"	"-0.295358762228742"	"0.744264525562948"	"0.98234797335675"	"0.471"	"0.268"	3	-0.295358762228742	0.744264525562948	0.98234797335675	0.46	0.235	0	0.0148331273176761
"chr6"	"FBXO9"	52938446	"+"	"chr6"	"FBXO9"	52941284	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"-10"	9	0	0	"False"	45386	5	0	"0.268307694387"	12	0	"0.460206474357"	0	0	"-"	0	2	"-"	2	1	0.351492617879	"13:0"	"11:0"	0	0	162	162	"16"	"-7.57828537528743"	"0.000511437394842962"	"0.102222546169397"	"0.682240165697829"	"0.31437542682053"	16	-7.57828537528743	0.000511437394842962	0.102222546169397	0.682240165697829	0.31437542682053	0	0.00370828182941904
"chr21"	"LOC642852"	46713438	"+"	"chr21"	"LOC642852"	46739185	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0	"-23"	-3831	28799	0	"False"	31072	8	0	"3.37397869721e-06"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	3.37397869721e-06	"3:0"	"5:0"	0	0	0	0	"6"	"-5.14416671929737"	"0.00583333314330325"	"0.234480932436953"	"0.289"	"0.141"	6	-5.14416671929737	0.00583333314330325	0.234480932436953	0.279	0.116	0	0.0222496909765142
"chr10"	"PKD2L1"	102056904	"-"	"chr10"	"PKD2L1"	102056870	"-"	"no_fusion-niether_local-intrachrom_minus_rev"	4	0	"-30"	167	-95	0	"False"	1234	10	0	"0.000399106597406"	10	0	"0.452388556123"	0	0	"-"	0	0	"-"	1	1	0.0026568363483	"11:0"	"11:0"	0	0	102	102	"15"	"-6.25330401592452"	"0.0019240864103467"	"0.0151708528299986"	"0.381"	"0.267"	15	-6.25330401592452	0.0019240864103467	0.0151708528299986	0.41	0.279	0	0.0173053152039555
"chr6"	"STK19"	31940687	"+"	"chr6"	"STK19"	31946681	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0	"-11"	153	1	0	"False"	47424	15	0	"0.189415028954"	5	0	"0.635378940503"	0	0	"-"	0	0	"-"	0	1	0.272771443637	"10:0"	"11:0"	0	0	32	32	"14"	"-7.03011656452656"	"0.000884828634953448"	"0.175409432144048"	"0.529"	"0.218"	14	-7.03011656452656	0.000884828634953448	0.175409432144048	0.546	0.226	0	0.00741656365883807
"chr19"	"MAP2K7"	7975450	"+"	"chr19"	"MAP2K7"	7977060	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	10	0.00986842105263	"-32"	-7	26	0	"False"	20044	7	0	"0.999076923262"	2	0	"0.585711589069"	0	0	"-"	0	2	"-"	3	0	0.999654293509	"5:0"	"9:0"	0	0	379	379	"2"	"-0.0900755096163543"	"0.91386217728347"	"0.981409755995007"	"0.328"	"0.223"	2	-0.0900755096163543	0.91386217728347	0.981409755995007	0.338	0.214	0	0.0185414091470952
"chr1"	"PSEN2"	227078666	"+"	"chr1"	"PSEN2"	227078978	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	2	0	"0"	-396	-1	0	"True"	27158	4	0	"0.556574217341"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.556574217341	"1:0"	"3:0"	0	0	21	21	"2"	"-0.0990969841472942"	"0.905654869598879"	"0.994946265022764"	"0.451"	"0.223"	2	-0.0990969841472942	0.905654869598879	0.994946265022764	0.475	0.212	0	0.0123609394313968
"chr2"	"BMPR2"	203308642	"+"	"chr2"	"BMPR2"	203329531	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0.00338983050847	"-34"	-21060	-1	0	"False"	35063	16	0	"0.982769302658"	0	0	"-"	0	0	"-"	0	9	"-"	2	1	0.982769302658	"19:0"	"21:0"	0	0	63	63	"15"	"-6.08073654314023"	"0.00228649193261557"	"0.0127323346626213"	"0.365"	"0.275"	15	-6.08073654314023	0.00228649193261557	0.0127323346626213	0.4	0.288	0	0.0173053152039555
"chr2"	"PIKFYVE"	209138778	"+"	"chr2"	"PIKFYVE"	209141436	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"0"	321	0	0	"True"	35186	6	0	"0.00706921337858"	2	0	"0.088004340357"	0	0	"-"	0	0	"-"	0	1	0.00390608271918	"6:0"	"3:0"	0	0	6	6	"6"	"-1.77989376079316"	"0.168656064203329"	"0.744499084975541"	"0.459"	"0.268"	6	-1.77989376079316	0.168656064203329	0.744499084975541	0.42	0.259	0	0.0160692212608158
"chr16"	"CCDC113"	58293837	"+"	"chr16"	"CCDC113"	58296329	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	3	0	"0"	-1	40	0	"True"	13026	11	0	"0.291202927761"	7	0	"0.0244556131637"	0	0	"-"	0	2	"-"	0	1	0.081257626984	"11:0"	"12:0"	0	0	35	35	"13"	"-1.11290331160427"	"0.328603536338195"	"0.822410337253086"	"0.758"	"0.588"	13	-1.11290331160427	0.328603536338195	0.822410337253086	0.756	0.563	0	0.00247218788627936
"chr13"	"RFXAP"	37401887	"+"	"chr13"	"RFXAP"	37402953	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"-35"	-1853	1173	0	"False"	9175	8	0	"0.552929009301"	3	0	"0.941830952275"	0	0	"-"	0	0	"-"	2	0	0.789604056715	"8:0"	"5:0"	0	0	14	14	"8"	"-6.43567356165102"	"0.00160332839809103"	"0.0237187493534986"	"0.234"	"0.141"	8	-6.43567356165102	0.00160332839809103	0.0237187493534986	0.235	0.131	0	0.0271940667490729
"chr1"	"CRB1"	197326134	"+"	"chr1"	"CRB1"	197332930	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0.00337837837838	"-16"	-9	6969	0	"False"	26385	10	0	"0.342147349225"	5	0	"0.351808369033"	0	0	"-"	0	0	"-"	0	0	0.334307159952	"6:0"	"9:0"	0	0	22	22	"11"	"-5.46977015696798"	"0.0042122001916084"	"0.215724014135763"	"0.483"	"0.242"	11	-5.46977015696798	0.0042122001916084	0.215724014135763	0.451	0.221	0	0.0148331273176761
"chr19"	"PRPF31"	54619178	"+"	"chr19"	"PRPF31"	54621621	"+"	"no_fusion-donor_local-intrachrom_plus_reg"	37	0.00802139037433	"0"	1	-30	0	"True"	19633	38	0	"0.998210792295"	0	0	"-"	0	0	"-"	0	7	"-"	2	0	0.998210792295	"28:0"	"27:0"	0	0	74	74	"10"	"-7.62372395365016"	"0.000488718473227715"	"0.0149990716073306"	"0.281"	"0.147"	10	-7.62372395365016	0.000488718473227715	0.0149990716073306	0.267	0.125	0	0.0234857849196539
"chr4"	"DCUN1D4"	52726830	"+"	"chr4"	"DCUN1D4"	52729631	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	3	0	"-28"	-2843	28	0	"True"	40332	4	0	"0.242642377799"	2	0	"0.088004340357"	0	0	"-"	0	1	"-"	2	1	0.136226817692	"7:0"	"3:0"	0	0	40	40	"5"	"-0.676090109180362"	"0.508601686934274"	"0.948311340083492"	"0.518"	"0.31"	5	-0.676090109180362	0.508601686934274	0.948311340083492	0.503	0.307	0	0.0123609394313968
"chr22"	"SFI1"	32012852	"+"	"chr22"	"SFI1"	32014196	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	2	0.00657894736842	"-10"	-11	95	0	"False"	32138	11	0	"0.484330828161"	5	0	"0.875061432192"	0	0	"-"	0	0	"-"	0	1	0.703447076209	"9:0"	"8:0"	0	0	217	217	"14"	"-4.67047693614598"	"0.00936780061867546"	"0.180189893273645"	"0.535"	"0.33"	14	-4.67047693614598	0.00936780061867546	0.180189893273645	0.546	0.353	0	0.00741656365883807
"chr9"	"TLE4"	82226156	"+"	"chr9"	"TLE4"	82227568	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	9	0	"-35"	-1477	-3	0	"False"	53032	4	0	"0.855178910831"	12	0	"0.460206474357"	0	0	"-"	0	3	"-"	2	17	0.755619683262	"26:0"	"14:0"	0	0	79	79	"7"	"-5.16099401016613"	"0.0057359952134172"	"0.172350143630586"	"0.317"	"0.168"	7	-5.16099401016613	0.0057359952134172	0.172350143630586	0.288	0.141	0	0.0210135970333745
"chr14"	"ATL1"	50999574	"+"	"chr14"	"ATL1"	51026846	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	4	0	"-20"	-511	1	0	"False"	9348	15	0	"0.00839235728429"	1	0	"0.196190073073"	0	0	"-"	0	0	"-"	1	0	0.0110708044908	"8:0"	"9:0"	0	0	21	21	"10"	"-2.92544781702119"	"0.0536406653304124"	"0.743059353230167"	"0.636"	"0.343"	10	-2.92544781702119	0.0536406653304124	0.743059353230167	0.598	0.337	0	0.00370828182941904
"chr17"	"RARA"	38498944	"+"	"chr17"	"RARA"	38499129	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	4	0	"0"	-175	858	0	"True"	17962	11	0	"0.351492617879"	0	0	"-"	0	0	"-"	0	0	"-"	1	0	0.351492617879	"6:0"	"6:0"	0	0	0	0	"5"	"-6.10869203015953"	"0.0022234571265617"	"0.151226983481336"	"0.223"	"0.095"	5	-6.10869203015953	0.0022234571265617	0.151226983481336	0.216	0.08	0	0.0284301606922126
"chr22"	"ATXN10"	46189622	"+"	"chr22"	"ATXN10"	46202837	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	18	0.00548847420417	"-35"	-13280	-2	0	"False"	32726	31	0	"0.523569840849"	4	0	"0.267105861258"	0	2	"-"	0	2	"-"	4	15	0.486191147317	"34:0"	"25:0"	0	0	66	66	"21"	"-6.33576492285937"	"0.00177179003742157"	"0.0306921884430372"	"0.67926033745843"	"0.506267238994041"	21	-6.33576492285937	0.00177179003742157	0.0306921884430372	0.67926033745843	0.506267238994041	0	0.00370828182941904
"chr15"	"PSMA4"	78832880	"+"	"chr15"	"PSMA4"	78834824	"+"	"no_fusion-both_local-intrachrom_plus_reg"	2	0	"-27"	-1	-1	0	"False"	11569	4	0	"0.167396430686"	2	0	"0.0355654153352"	0	0	"-"	0	0	"-"	0	0	0.0593208054252	"2:0"	"4:0"	0	0	126	126	"2"	"-0.477306145161249"	"0.620452551668078"	"0.93793527505976"	"0.237"	"0.154"	2	-0.477306145161249	0.620452551668078	0.93793527505976	0.225	0.143	0	0.0284301606922126
"chr3"	"U2SURP"	142777880	"+"	"chr3"	"U2SURP"	142777893	"+"	"no_fusion-niether_local-intrachrom_plus_reg"	6	0.00536193029491	"-17"	-1687	2739	0	"False"	38442	25	0	"0.0784363840191"	0	0	"-"	0	0	"-"	0	0	"-"	0	0	0.0784363840191	"11:0"	"14:0"	0	0	49	49	"18"	"-16.253065579495"	"8.73742185999048e-08"	"0.00360778700011216"	"0.492614942147475"	"0.0336591678375917"	18	-16.253065579495	8.73742185999048e-08	0.00360778700011216	0.492614942147475	0.0336591678375917	0	0.0123609394313968
"chr9"	"RABL6"	139732399	"+"	"chr9"	"RABL6"	139734144	"+"	"no_fusion-acceptor_local-intrachrom_plus_reg"	3	0	"-32"	-68	-2	0	"False"	54585	10	0	"0.342147349225"	13	0	"0.196749793681"	0	0	"-"	0	0	"-"	0	0	0.222329515202	"12:0"	"11:0"	0	0	212	212	"17"	"-7.56456769996624"	"0.000518501467527378"	"0.0525164162686464"	"0.654232712114164"	"0.339834727303416"	17	-7.56456769996624	0.000518501467527378	0.0525164162686464	0.654232712114164	0.339834727303416	0	0.00370828182941904
